customer,st,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount,state
RS24501,Oregon,F,College,1335012.09%,28919.0,173.0,1/0/00,Personal Auto,SUV,830.4,
VT78274,Arizona,M,College,493122.13%,0.0,68.0,1/0/00,Personal Auto,Four-Door Car,480.159011,
SU56153,Nevada,M,Bachelor,777683.52%,63568.0,65.0,1/0/00,Corporate Auto,Two-Door Car,390.792553,
MN20737,Nevada,F,College,255367.22%,73935.0,64.0,1/1/00,Corporate Auto,Four-Door Car,72.071195,
KL43114,Arizona,F,High School or Below,487646.97%,0.0,66.0,1/0/00,Corporate Auto,Two-Door Car,316.8,
YQ15567,Oregon,F,Bachelor,903430.58%,18846.0,115.0,1/0/00,Personal Auto,SUV,552.0,
TR88637,Arizona,F,High School or Below,810591.08%,38893.0,103.0,1/0/00,Personal Auto,SUV,41.965252,
TC88986,Oregon,M,High School or Below,561968.91%,0.0,153.0,1/0/00,Special Auto,SUV,1027.000029,
XX88577,Cali,M,Bachelor,1572713.06%,84824.0,196.0,1/0/00,Corporate Auto,SUV,319.820747,
NE49052,Cali,F,High School or Below,661801.64%,20068.0,86.0,1/0/00,Corporate Auto,Four-Door Car,411.011162,
KX17826,Oregon,M,Doctor,467004.80%,0.0,125.0,1/0/00,Corporate Auto,SUV,600.0,
CC91503,Arizona,F,High School or Below,1016936.98%,0.0,135.0,1/0/00,Personal Auto,Sports Car,648.0,
WH32183,Cali,M,Bachelor,832307.40%,97245.0,70.0,1/0/00,Personal Auto,Four-Door Car,4.110585,
ES90681,Cali,F,College,241776.00%,51808.0,61.0,1/1/00,Personal Auto,Four-Door Car,351.149904,
DW96592,Cali,M,Bachelor,804487.24%,71391.0,67.0,1/0/00,Personal Auto,Four-Door Car,284.000172,
MT23134,Oregon,M,High School or Below,532572.45%,0.0,73.0,1/0/00,Personal Auto,Two-Door Car,496.474767,
BM69081,Arizona,M,Bachelor,694752.40%,0.0,100.0,1/0/00,Personal Auto,SUV,925.137143,
MB90871,Oregon,F,College,584741.52%,23496.0,77.0,1/0/00,Special Auto,Four-Door Car,13.164097,
QL77686,Nevada,F,College,472478.61%,23986.0,119.0,1/0/00,Corporate Auto,SUV,463.335061,
ON77827,Arizona,F,Master,279022.80%,22974.0,71.0,1/0/00,Personal Auto,Four-Door Car,180.667969,
KP18988,Oregon,F,High School or Below,2153133.28%,0.0,101.0,1/0/00,Personal Auto,Four-Door Car,484.8,
TI92884,Arizona,M,Bachelor,1262283.27%,61844.0,106.0,1/0/00,Personal Auto,Sports Car,508.8,
JH73503,Arizona,M,Doctor,2017196.15%,24804.0,73.0,1/0/00,Personal Auto,Two-Door Car,350.4,
YE97964,Cali,F,Bachelor,1646436.59%,27760.0,104.0,1/0/00,Personal Auto,SUV,302.764283,
VA30351,Oregon,F,High School or Below,559538.99%,74454.0,71.0,1/0/00,Personal Auto,Four-Door Car,340.8,
PV55726,Oregon,F,Master,417068.73%,29462.0,107.0,1/1/00,Personal Auto,SUV,513.6,
UC88305,Arizona,F,College,266544.71%,52266.0,68.0,1/0/00,Corporate Auto,Two-Door Car,141.922839,
TS53809,Oregon,M,Bachelor,709891.41%,0.0,70.0,1/0/00,Personal Auto,Two-Door Car,349.783046,
ZV32120,Cali,M,Doctor,397134.51%,23599.0,103.0,1/0/00,Corporate Auto,SUV,494.4,
FB80807,Oregon,M,Bachelor,552821.28%,36088.0,72.0,1/0/00,Personal Auto,Four-Door Car,345.6,
AS55677,Cali,F,High School or Below,833899.58%,70534.0,104.0,1/0/00,Personal Auto,Four-Door Car,54.065538,
WA15684,Oregon,M,College,3844585.59%,27398.0,125.0,1/1/00,Personal Auto,SUV,600.0,
SA50567,Nevada,M,Bachelor,544855.52%,85296.0,68.0,1/0/00,Personal Auto,Four-Door Car,342.515136,
KJ31611,Arizona,M,High School or Below,1080806.60%,31063.0,92.0,1/0/00,Personal Auto,Four-Door Car,441.6,
VL37375,Cali,M,Bachelor,618509.65%,0.0,92.0,1/0/00,Personal Auto,Two-Door Car,1027.177255,
KN21017,Nevada,M,High School or Below,320822.59%,52367.0,81.0,1/0/00,Personal Auto,Four-Door Car,275.989978,
PX44289,Arizona,M,College,548010.41%,58651.0,71.0,1/0/00,Personal Auto,Four-Door Car,472.599683,
AM97901,Nevada,F,College,2298615.39%,84831.0,192.0,1/0/00,Special Auto,Sports Car,1336.931716,
RE42925,Oregon,M,Bachelor,1310792.59%,49088.0,114.0,1/1/00,Corporate Auto,SUV,547.2,
TR81766,Cali,F,College,746292.63%,70263.0,93.0,1/0/00,Corporate Auto,Two-Door Car,7.345946,
CH85057,Oregon,F,Doctor,1146399.10%,45354.0,285.0,1/0/00,Personal Auto,Luxury SUV,540.141566,
UP71482,Arizona,M,High School or Below,723613.25%,0.0,63.0,1/0/00,Personal Auto,Four-Door Car,383.363758,
EG40670,Cali,F,Bachelor,623268.79%,28334.0,83.0,1/0/00,Special Auto,Four-Door Car,537.765151,
HV83672,Oregon,F,Bachelor,2839332.99%,38772.0,90.0,1/0/00,Personal Auto,Four-Door Car,321.873474,
MG10140,Oregon,F,College,374675.16%,41479.0,94.0,1/1/00,Personal Auto,Two-Door Car,19.575683,
TC44716,Cali,M,Bachelor,2156933.73%,23909.0,119.0,1/0/00,Personal Auto,SUV,571.2,
QO65264,Cali,M,College,501208.37%,48328.0,63.0,1/0/00,Personal Auto,Two-Door Car,108.138715,
EB66698,Cali,M,High School or Below,337185.84%,86689.0,85.0,1/0/00,Corporate Auto,Two-Door Car,408.0,
OT52034,Cali,M,Bachelor,386477.68%,24204.0,99.0,1/1/00,Personal Auto,Four-Door Car,707.303416,
CH85444,Oregon,M,College,414571.19%,25943.0,110.0,1/0/00,Corporate Auto,Two-Door Car,1067.333126,
PU85769,Cali,M,High School or Below,515607.27%,0.0,73.0,1/0/00,Personal Auto,Four-Door Car,807.947292,
UI73201,Cali,M,College,366737.50%,62375.0,92.0,1/0/00,Personal Auto,Two-Door Car,618.630955,
SL50592,Cali,F,High School or Below,783568.35%,0.0,71.0,1/0/00,Corporate Auto,Four-Door Car,404.272806,
XP11075,Arizona,M,Bachelor,1456726.84%,0.0,148.0,1/0/00,Personal Auto,SUV,710.4,
SI31236,Oregon,M,Bachelor,1017133.90%,70200.0,65.0,1/0/00,Corporate Auto,Four-Door Car,312.0,
JN26745,Nevada,F,Bachelor,413577.52%,0.0,112.0,1/0/00,Special Auto,Four-Door Car,707.977614,
VK48036,Oregon,F,College,551149.11%,79027.0,70.0,1/0/00,Corporate Auto,Four-Door Car,336.0,
JX76668,Washington,F,High School or Below,1131424.39%,62935.0,141.0,1/0/00,Personal Auto,Sports Car,232.242326,
DS45802,Cali,F,High School or Below,541461.73%,26893.0,68.0,1/0/00,Personal Auto,Four-Door Car,68.226001,
OA96690,Oregon,F,High School or Below,742159.35%,47406.0,94.0,1/1/00,Personal Auto,Four-Door Car,287.149807,
EM27919,Cali,M,Bachelor,445811.34%,17622.0,65.0,1/1/00,Personal Auto,Four-Door Car,312.0,
QO41043,Oregon,F,College,1447612.49%,27572.0,124.0,1/0/00,Corporate Auto,SUV,595.2,
OV50124,Oregon,F,College,493688.84%,0.0,72.0,1/2/00,Personal Auto,Two-Door Car,391.636628,
PR31642,Oregon,F,Bachelor,452527.65%,32802.0,114.0,1/0/00,Personal Auto,SUV,547.2,
BU41599,Washington,F,Master,558176.13%,62739.0,70.0,1/0/00,Personal Auto,Two-Door Car,239.328571,
TK30357,Cali,F,Bachelor,1413434.74%,90844.0,118.0,1/0/00,Personal Auto,SUV,232.674417,
NF31087,Nevada,F,High School or Below,2472318.31%,44685.0,69.0,1/0/00,Personal Auto,Four-Door Car,331.2,
NH16984,Cali,F,Bachelor,283806.78%,0.0,80.0,1/0/00,Personal Auto,Four-Door Car,336.50961,
OS75493,Cali,F,High School or Below,384848.36%,42589.0,98.0,1/0/00,Corporate Auto,Four-Door Car,470.4,
VT63298,Oregon,M,Bachelor,1950447.39%,0.0,72.0,1/0/00,Personal Auto,Four-Door Car,345.6,
QS75550,Washington,F,Bachelors,248004.59%,93383.0,62.0,1/0/00,Corporate Auto,Two-Door Car,244.212286,
SZ16483,Arizona,F,High School or Below,436137.29%,79583.0,109.0,1/2/00,Personal Auto,Four-Door Car,523.2,
VM92311,Arizona,F,High School or Below,252907.75%,89129.0,64.0,1/0/00,Personal Auto,Four-Door Car,328.870868,
NJ46849,Arizona,M,College,250444.48%,0.0,69.0,1/0/00,Personal Auto,Four-Door Car,496.8,
WZ31900,Oregon,F,Bachelor,864970.06%,94389.0,107.0,1/0/00,Corporate Auto,SUV,85.063708,
RG30482,Oregon,F,College,1366835.53%,0.0,197.0,1/0/00,Personal Auto,SUV,1418.4,
ZM86949,Oregon,F,High School or Below,2063508.46%,84106.0,64.0,1/0/00,Personal Auto,Two-Door Car,334.408717,
QQ39596,Arizona,F,College,251753.36%,0.0,69.0,1/0/00,Personal Auto,Four-Door Car,42.096415,
FH51383,Cali,F,High School or Below,532667.77%,76717.0,66.0,1/0/00,Personal Auto,Two-Door Car,300.528579,
BJ53923,Arizona,M,High School or Below,260027.21%,51978.0,66.0,1/0/00,Corporate Auto,Four-Door Car,144.782152,
CZ96653,Oregon,F,Bachelor,853479.28%,47325.0,107.0,1/0/00,Personal Auto,SUV,64.598216,
FB23788,Oregon,M,High School or Below,882883.50%,86721.0,111.0,1/0/00,Corporate Auto,SUV,532.8,
NT43594,Nevada,F,Bachelor,224844.96%,24910.0,63.0,1/1/00,Personal Auto,Four-Door Car,347.857619,
RJ85627,Washington,F,Bachelor,1230276.24%,43817.0,62.0,1/1/00,Personal Auto,Four-Door Car,245.447622,
KJ86296,Oregon,M,High School or Below,455659.30%,0.0,73.0,1/2/00,Personal Auto,Four-Door Car,525.6,
PI47776,Oregon,F,Bachelor,253070.51%,89451.0,63.0,1/0/00,Corporate Auto,Four-Door Car,61.769564,
MD73554,Cali,M,College,525198.40%,59537.0,66.0,1/0/00,Personal Auto,Two-Door Car,316.8,
UX92071,Oregon,M,High School or Below,674311.93%,0.0,199.0,1/0/00,Personal Auto,Luxury SUV,955.2,
YG44474,Oregon,M,College,1401472.13%,54193.0,117.0,1/0/00,Corporate Auto,SUV,720.752945,
UH45301,Oregon,M,College,943891.56%,86946.0,118.0,1/0/00,Personal Auto,Four-Door Car,340.656963,
RY92647,Cali,F,Bachelor,1050677.17%,0.0,92.0,1/0/00,Personal Auto,Four-Door Car,546.524896,
IK12620,Arizona,F,High School or Below,421391.86%,12160.0,109.0,1/0/00,Personal Auto,Four-Door Car,489.411833,
GQ66762,Cali,M,College,477368.64%,33701.0,63.0,1/0/00,Personal Auto,Four-Door Car,171.325856,
YT69858,Washington,F,Bachelor,544142.01%,85702.0,67.0,1/0/00,Personal Auto,Two-Door Car,249.085887,
XD85577,Cali,M,Bachelor,284226.69%,69417.0,73.0,1/1/00,Personal Auto,Four-Door Car,30.874869,
TM65736,Oregon,M,Master,305955.03%,38644.0,78.0,1/1/00,Personal Auto,Four-Door Car,361.455219,
VJ51327,Cali,F,High School or Below,2031499.76%,63209.0,102.0,1/2/00,Personal Auto,SUV,207.320041,
GS98873,Arizona,F,Bachelor,323912.47%,16061.0,88.0,1/0/00,Personal Auto,Four-Door Car,633.6,
CW49887,California,F,Master,462680.11%,79487.0,114.0,1/0/00,Special Auto,SUV,547.2,
MY31220,California,F,College,899704.02%,54230.0,112.0,1/0/00,Personal Auto,Two-Door Car,537.6,
GS98873,Arizona,F,Bachelor,323912.47%,16061.0,88.0,1/0/00,Personal Auto,Four-Door Car,633.6,
CW49887,California,F,Master,462680.11%,79487.0,114.0,1/0/00,Special Auto,SUV,547.2,
MY31220,California,F,College,899704.02%,54230.0,112.0,1/0/00,Personal Auto,Two-Door Car,537.6,
UH35128,Oregon,F,College,2580706.30%,71210.0,214.0,1/1/00,Personal Auto,Luxury Car,1027.2,
WH52799,Arizona,F,College,380812.21%,94903.0,94.0,1/0/00,Corporate Auto,Two-Door Car,451.2,
WL99637,Arizona,M,Bachelor,761413.80%,27293.0,96.0,1/0/00,Personal Auto,Two-Door Car,469.030907,
UC84059,California,F,Master,689845.53%,70950.0,171.0,1/0/00,Personal Auto,Sports Car,565.929394,
HW62747,Oregon,M,College,229837.92%,0.0,63.0,1/0/00,Corporate Auto,Four-Door Car,302.4,
BH11344,Oregon,F,Doctor,280669.61%,37009.0,71.0,1/0/00,Corporate Auto,Two-Door Car,145.673348,
TX28465,Nevada,M,College,520611.82%,52629.0,65.0,1/0/00,Personal Auto,Four-Door Car,136.684141,
OK56965,California,F,Bachelor,4570865.34%,31264.0,198.0,1/1/00,Personal Auto,Luxury SUV,825.657746,
WT22392,Oregon,F,College,800734.91%,65473.0,67.0,1/0/00,Personal Auto,Four-Door Car,277.685667,
PH85036,Washington,F,Bachelors,548254.94%,79325.0,68.0,1/0/00,Corporate Auto,Four-Door Car,251.294821,
KC71643,Oregon,M,High School or Below,246323.68%,99144.0,61.0,1/0/00,Corporate Auto,Four-Door Car,292.8,
NR32615,California,M,College,549894.07%,22520.0,73.0,1/0/00,Corporate Auto,Four-Door Car,350.4,
GS69842,Arizona,F,Bachelor,524382.80%,36615.0,65.0,1/0/00,Special Auto,Four-Door Car,264.563772,
WT71621,Washington,F,Bachelors,328045.73%,63297.0,82.0,1/0/00,Personal Auto,Four-Door Car,251.756739,
KD23847,Arizona,F,High School or Below,488654.43%,76374.0,61.0,1/0/00,Personal Auto,Four-Door Car,292.8,
PE59368,Washington,F,Bachelors,512348.50%,72096.0,6464.0,1/0/00,Personal Auto,Two-Door Car,252.330905,
NK91488,Nevada,M,Master,547955.51%,56005.0,68.0,1/1/00,Personal Auto,Four-Door Car,326.4,
CR33417,Washington,F,Master,476215.70%,36529.0,118.0,1/0/00,Personal Auto,SUV,255.005116,
WP73172,Oregon,F,Bachelor,828767.93%,81367.0,103.0,1/0/00,Special Auto,SUV,415.768941,
PS30217,California,F,Bachelor,988665.64%,44817.0,83.0,1/0/00,Personal Auto,Four-Door Car,527.421579,
EL62967,Oregon,F,High School or Below,271291.56%,58508.0,69.0,1/0/00,Personal Auto,Two-Door Car,57.614392,
MU23938,Oregon,M,Bachelor,1047767.63%,45259.0,138.0,1/0/00,Personal Auto,SUV,272.217171,
VC83809,California,M,Doctor,343613.43%,30817.0,88.0,1/0/00,Personal Auto,Four-Door Car,91.834668,
VL34577,Oregon,F,High School or Below,259618.52%,0.0,72.0,1/0/00,Personal Auto,Two-Door Car,345.6,
QE12539,California,M,Doctor,1273195.16%,40870.0,105.0,1/0/00,Personal Auto,SUV,504.0,
YO15246,Nevada,M,High School or Below,349414.79%,35001.0,96.0,1/3/00,Personal Auto,Four-Door Car,460.8,
WF73839,Arizona,F,College,759791.07%,49937.0,64.0,1/0/00,Personal Auto,Two-Door Car,302.586407,
TJ11671,Oregon,F,Bachelor,401521.45%,0.0,109.0,1/0/00,Personal Auto,Four-Door Car,523.2,
SV34223,California,F,College,2047710.84%,58317.0,73.0,1/0/00,Personal Auto,Four-Door Car,350.4,
XD19546,California,F,High School or Below,816068.98%,0.0,109.0,1/0/00,Personal Auto,SUV,523.2,
OY95739,Nevada,M,High School or Below,1229868.63%,17101.0,113.0,1/0/00,Corporate Auto,SUV,542.4,
SW57539,California,F,College,871492.21%,0.0,118.0,1/0/00,Corporate Auto,SUV,566.4,
IA62027,Arizona,F,Bachelor,485353.42%,0.0,65.0,1/0/00,Personal Auto,Four-Door Car,468.0,
FZ20933,Oregon,M,High School or Below,488094.64%,24398.0,63.0,1/1/00,Personal Auto,Four-Door Car,302.4,
WR62597,Oregon,M,College,231138.21%,24641.0,61.0,1/0/00,Corporate Auto,Four-Door Car,294.92773,
KU61611,Arizona,M,High School or Below,432709.89%,69040.0,108.0,1/0/00,Corporate Auto,Sports Car,518.4,
XW98867,Oregon,M,High School or Below,1229868.63%,17101.0,113.0,1/0/00,Personal Auto,SUV,542.4,
PP80817,California,F,High School or Below,832353.33%,59886.0,104.0,1/0/00,Personal Auto,Sports Car,71.729298,
DT77901,Oregon,F,Bachelor,1017971.70%,14290.0,271.0,1/0/00,Personal Auto,Luxury SUV,1300.8,
DX34647,California,F,College,776126.78%,43137.0,96.0,1/0/00,Personal Auto,Two-Door Car,460.8,
OD56551,Oregon,M,College,523989.09%,27978.0,69.0,1/1/00,Personal Auto,Four-Door Car,447.911255,
OO63074,California,F,Bachelor,451790.88%,25261.0,118.0,1/0/00,Personal Auto,SUV,566.4,
EH24828,Nevada,M,College,238977.41%,58652.0,64.0,1/5/00,Personal Auto,Four-Door Car,307.2,
CX99919,Nevada,F,College,413062.88%,28321.0,111.0,1/0/00,Corporate Auto,SUV,537.391704,
DG80424,Washington,F,College,269156.90%,77411.0,67.0,1/0/00,Personal Auto,Four-Door Car,257.900458,
NU32697,Oregon,M,College,522776.64%,0.0,72.0,1/0/00,Corporate Auto,Four-Door Car,518.4,
PU98976,California,F,Bachelor,618734.57%,0.0,88.0,1/0/00,Personal Auto,Four-Door Car,633.6,
ZR20842,Arizona,M,College,511387.47%,94415.0,127.0,1/1/00,Personal Auto,Sports Car,492.770321,
NF35573,Oregon,M,High School or Below,1103931.62%,0.0,103.0,1/0/00,Special Auto,SUV,1149.203884,
DF66914,Arizona,F,Bachelor,3222708.39%,45331.0,100.0,1/0/00,Personal Auto,SUV,572.635987,
YM99866,Arizona,M,High School or Below,261196.59%,53904.0,67.0,1/2/00,Personal Auto,Four-Door Car,321.6,
VH62084,California,M,High School or Below,1337232.77%,0.0,74.0,1/0/00,Personal Auto,Four-Door Car,811.086484,
SE28250,Arizona,M,Bachelor,483898.19%,0.0,70.0,1/2/00,Special Auto,Four-Door Car,336.0,
MD86050,Oregon,M,High School or Below,472165.90%,0.0,67.0,1/0/00,Personal Auto,Four-Door Car,482.4,
GF17866,Oregon,M,College,387364.70%,28142.0,105.0,1/0/00,Corporate Auto,Sports Car,701.708239,
UB16654,Washington,M,Master,471855.85%,15680.0,6464.0,1/0/00,Personal Auto,Four-Door Car,260.879903,
KO44736,Oregon,M,Bachelor,1697979.76%,35095.0,73.0,1/0/00,Personal Auto,Two-Door Car,525.6,
KI55845,Oregon,F,College,1368171.18%,55588.0,114.0,1/0/00,Personal Auto,SUV,547.2,
JJ24476,Arizona,F,Master,571722.19%,52391.0,71.0,1/0/00,Personal Auto,Two-Door Car,409.763267,
VC68509,Oregon,F,Bachelor,948659.64%,42240.0,79.0,1/0/00,Personal Auto,Four-Door Car,46.386546,
QN62502,Oregon,F,Bachelor,383914.37%,70146.0,96.0,1/0/00,Personal Auto,Four-Door Car,157.440069,
EL92515,Oregon,F,College,1121159.03%,41121.0,94.0,1/0/00,Personal Auto,Four-Door Car,451.2,
VL84149,Oregon,F,College,2580706.30%,71210.0,214.0,1/1/00,Corporate Auto,Luxury Car,1027.2,
JX19907,Oregon,M,Bachelor,379832.17%,0.0,107.0,1/1/00,Corporate Auto,Two-Door Car,1261.943541,
BC66921,Nevada,F,High School or Below,281656.74%,41228.0,71.0,1/0/00,Personal Auto,Four-Door Car,340.8,
RK24470,Washington,M,Bachelors,502929.70%,40113.0,67.0,1/3/00,Corporate Auto,Two-Door Car,262.047663,
GN80437,Oregon,F,College,344496.75%,0.0,91.0,1/0/00,Special Auto,Four-Door Car,596.050118,
AH65907,California,F,Bachelor,285940.86%,51790.0,71.0,1/0/00,Personal Auto,Four-Door Car,340.8,
VG57728,California,M,High School or Below,269205.76%,92593.0,68.0,1/0/00,Corporate Auto,Four-Door Car,8.44322,
AF81450,California,M,High School or Below,1143173.09%,28657.0,100.0,1/0/00,Personal Auto,SUV,588.742251,
YI28422,Oregon,M,High School or Below,763588.33%,30262.0,98.0,1/1/00,Personal Auto,Four-Door Car,499.22561,
GR26937,Oregon,F,Master,980582.96%,47197.0,81.0,1/0/00,Corporate Auto,Four-Door Car,76.112618,
BR99015,California,F,Bachelor,680361.56%,0.0,94.0,1/0/00,Personal Auto,Four-Door Car,451.2,
PB11270,Oregon,F,Bachelor,710765.54%,0.0,61.0,1/0/00,Personal Auto,Four-Door Car,541.561209,
PZ89632,Oregon,F,High School or Below,473518.45%,0.0,134.0,1/0/00,Personal Auto,SUV,964.8,
LV62981,Arizona,M,College,687432.67%,22093.0,87.0,1/0/00,Corporate Auto,Two-Door Car,616.749885,
AS97690,Arizona,M,College,241125.66%,54483.0,61.0,1/0/00,Personal Auto,Two-Door Car,292.8,
SG32258,Arizona,F,College,241654.24%,18944.0,63.0,1/0/00,Personal Auto,Four-Door Car,125.274351,
MY80583,Oregon,F,Bachelor,2398154.34%,84365.0,66.0,1/0/00,Personal Auto,Four-Door Car,316.8,
WS57286,Arizona,M,College,469216.52%,0.0,64.0,1/0/00,Personal Auto,Four-Door Car,137.169296,
MF53477,California,F,High School or Below,360093.43%,25147.0,101.0,1/0/00,Corporate Auto,SUV,694.598288,
DQ28641,Nevada,M,High School or Below,266522.25%,14315.0,71.0,1/0/00,Personal Auto,Four-Door Car,511.2,
EX46492,Arizona,F,Master,766652.04%,87864.0,94.0,1/0/00,Personal Auto,Two-Door Car,421.456547,
VW20823,California,M,High School or Below,1667589.62%,57844.0,85.0,1/1/00,Personal Auto,Four-Door Car,408.0,
LH26563,Oregon,F,High School or Below,455085.60%,17913.0,116.0,1/0/00,Personal Auto,Four-Door Car,556.8,
FR56877,Arizona,F,High School or Below,1176393.57%,28806.0,99.0,1/0/00,Special Auto,Four-Door Car,475.2,
ZY99878,California,M,High School or Below,1374253.72%,90343.0,175.0,1/0/00,Personal Auto,SUV,833.072722,
CS15289,Oregon,F,Master,1613841.63%,79041.0,199.0,1/0/00,Personal Auto,Luxury SUV,419.26062,
MM49431,Washington,M,Bachelor,729858.36%,74069.0,63.0,1/2/00,Personal Auto,Two-Door Car,275.516438,
IA96447,California,M,College,667373.77%,85019.0,167.0,1/0/00,Personal Auto,Sports Car,801.6,
PT32230,California,F,High School or Below,778212.68%,70059.0,194.0,1/0/00,Personal Auto,Luxury SUV,253.740993,
NK73719,California,F,College,1939321.15%,70503.0,164.0,1/1/00,Corporate Auto,SUV,41.05291,
OH15771,California,M,Bachelor,397413.82%,0.0,117.0,1/0/00,Personal Auto,SUV,561.6,
XP61034,Oregon,M,Bachelor,410558.10%,39492.0,105.0,1/0/00,Personal Auto,SUV,756.0,
ZN34245,Arizona,M,College,230847.21%,0.0,68.0,1/0/00,Corporate Auto,Four-Door Car,489.6,
FX55923,Arizona,M,Bachelor,537291.45%,50405.0,70.0,1/1/00,Personal Auto,Four-Door Car,7.069583,
ZZ83340,Oregon,F,Doctor,550831.55%,96021.0,68.0,1/0/00,Personal Auto,Two-Door Car,315.004602,
HA99340,Oregon,M,High School or Below,239833.32%,0.0,65.0,1/0/00,Personal Auto,Two-Door Car,422.947888,
LE43061,California,M,High School or Below,372883.01%,0.0,105.0,1/0/00,Personal Auto,Four-Door Car,756.0,
UF77413,Oregon,M,College,275849.86%,65794.0,69.0,1/1/00,Personal Auto,Four-Door Car,277.27294,
UY45293,Oregon,M,Bachelor,370393.03%,21975.0,95.0,1/0/00,Corporate Auto,Four-Door Car,456.0,
TH84309,California,M,High School or Below,937284.36%,0.0,126.0,1/0/00,Personal Auto,SUV,604.8,
PZ94551,Oregon,F,Bachelor,499158.45%,56649.0,125.0,1/0/00,Special Auto,SUV,780.090361,
UE76013,Washington,F,Master,503986.93%,35984.0,128.0,1/3/00,Personal Auto,SUV,275.577631,
HS85465,California,M,Bachelor,275997.83%,92296.0,69.0,1/0/00,Corporate Auto,Two-Door Car,331.2,
SI78985,Oregon,F,Bachelor,799300.40%,39448.0,103.0,1/3/00,Personal Auto,Four-Door Car,66.020788,
KF50730,California,F,Bachelor,523557.35%,71794.0,131.0,1/0/00,Personal Auto,SUV,457.471225,
JO13576,California,F,High School or Below,263301.18%,21861.0,69.0,1/0/00,Personal Auto,Four-Door Car,348.278032,
HJ79774,Oregon,F,College,276480.23%,31591.0,72.0,1/4/00,Corporate Auto,Four-Door Car,240.241499,
KI18648,Arizona,F,Bachelor,808484.64%,60662.0,68.0,1/0/00,Special Auto,Two-Door Car,326.4,
EL99335,California,F,College,268517.77%,20608.0,73.0,1/0/00,Personal Auto,Four-Door Car,350.4,
LE84979,California,F,Master,1220812.00%,21331.0,103.0,1/0/00,Personal Auto,SUV,419.062661,
CE12380,Arizona,F,College,2009043.87%,0.0,66.0,1/1/00,Corporate Auto,Four-Door Car,252.149798,
BJ22117,Washington,M,Master,513341.48%,53390.0,6464.0,1/0/00,Personal Auto,Four-Door Car,278.999409,
JF83834,Oregon,M,Doctor,249131.70%,36631.0,62.0,1/0/00,Corporate Auto,Four-Door Car,67.530904,
YN10988,California,M,High School or Below,631459.68%,0.0,87.0,1/0/00,Personal Auto,Four-Door Car,417.6,
YX15941,Oregon,M,College,1622964.89%,26030.0,139.0,1/1/00,Corporate Auto,Sports Car,667.2,
ZB50601,Nevada,M,College,516178.99%,0.0,70.0,1/0/00,Personal Auto,Four-Door Car,469.491537,
HP50399,Nevada,M,Bachelor,398226.61%,0.0,113.0,1/0/00,Personal Auto,SUV,542.4,
GC17585,AZ,M,Bachelor,1347318.57%,25302.0,70.0,1/1/00,Personal Auto,Four-Door Car,336.0,
QW17286,Washington,F,Master,277832.39%,66030.0,69.0,1/1/00,Personal Auto,Four-Door Car,282.153792,
DO41287,Oregon,M,High School or Below,827644.42%,0.0,82.0,1/0/00,Personal Auto,Four-Door Car,590.4,
GT54462,AZ,M,Bachelor,1434985.99%,73222.0,180.0,1/0/00,Personal Auto,SUV,821.51673,
BT76268,California,F,College,587819.93%,22061.0,74.0,1/0/00,Personal Auto,Four-Door Car,355.2,
QM38267,AZ,F,High School or Below,266605.45%,86321.0,66.0,1/0/00,Personal Auto,Four-Door Car,316.8,
